Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26974.164889762,28276.7709191424,29788.6360885607,31097.0888030878,32239.8574860278,32358.0454178397,32271.3836738399,33635.9385046474,31394.0689388549,31875.1173290714,34016.6422606851,33956.2623264748,34366.2671017515,35486.592725957,38274.2601662017,40922.8850829545,43520.4627218349,45937.3928313762,46635.0879851675,45390.4528608094,48107.7086333279,50085.9593288483,50378.3379199401,51732.4425263159,52789.4253638365,53591.835819824,54412.9249387607,56054.9198320303
"Hong Kong SAR, China",HKG,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,33.7017707824707,35.1150207519531,37.0226898193359,39.4141616821289,42.7853507995605,45.0797500610352,48.0435600280762,51.2093391418457,54.9767608642578,58.0177688598633,60.3203506469727,..,64.405403137207,65.6974716186523,67.7087097167969,..,..,..,..,..,..,..,..,..,..,76.420280456543,..,..,..,..,72.0748901367188,72.0877685546875,72.5797119140625,73.461669921875,74.4342422485352,74.9323501586914,76.2314910888672,77.4206466674805,78.3196716308594,79.2168884277344,77.8078536987305,89.3028793334961,88.0280380249023,88.1686019897461,88.5895233154297,90.6985168457031,..
"Hong Kong SAR, China",HKG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,10710190830.3625,12240744811.365,14170366289.1856,15392944267.209,17646808086.1942,17963567911.7935,18251590539.9317,18871663351.5636,21012421899.0321,22947031720.5629,24620512593.0889,27233211832.4466,30577354078.8796,31315845832.5021,31469942276.2462,36556751553.621,40843256992.2683,44217220858.7082,49327236778.561,54313303201.4401,59343180295.1656,61093655168.4363,64745231206.5757,71202750581.7166,71741817029.1846,79673717297.4608,90348772837.3426,98038955320.182,100271347572.762,104112263787.381,110048718129.313,116910184902.727,124159983389.758,131654427603.098,134779624937.554,140519365029.695,147685446096.197,138997594871.313,142481844510.651,153400895123.315,154261275971.074,156816826142.274,161609648467.509,175669728983.797,188648640222.02,201915790972.891,214969310482.259,219543730106.79,214145040905.272,228637697575.04,239645887720.961,243720605436.433,251279572791.243,258220961506.275,264386879658.877,270105365069.123,280346000937.197
Hungary,HUN,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6950.32020910779,7143.86000349746,6978.90210150084,6874.05841748811,7095.35446534453,7475.66043397826,7630.54775025677,7945.35586998565,8412.62258795797,9056.1915843845,9551.26521077509,10029.5337705876,10373.9860500891,10665.9287332036,10544.0303116005,10581.8011920121,9980.69766492207,10030.0446763289,10115.6329909263,9948.70485845064,10505.171835424,10887.8671919461,11266.5636016181,11758.4343831534,..
Hungary,HUN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15148.286167219,14689.8633456283,14621.89845685,15073.4472910359,15319.2827952507,15347.791725828,15892.4175432641,16604.1857490724,17181.9447549103,17951.7355199383,18683.9818474509,19585.7223042541,20397.8448812483,21466.2223742387,22452.8159282563,23353.8502011068,23491.7478872702,23734.2445282406,22202.1570188671,22404.2391969471,22841.2103381104,22582.0728072234,23119.0169671733,24161.4255236519,25034.4507306605,25664.136004531,26777.5607913953
Hungary,HUN,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.5579833984375,81.5873184204102,83.4950332641602,85.0362777709961,87.4067687988281,88.9851913452148,90.5432586669922,89.7090301513672,89.9973220825195,90.0750579833984,89.9962615966797,89.6408386230469,89.1785430908203,89.0867004394531,88.3816986083984,88.9277191162109,89.6472778320313,89.7573394775391,89.1061325073242,89.0154495239258,..
Hungary,HUN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91826530508.109,89012800008.8163,88499989686.1736,91108221165.2966,92465301329.2829,92478389591.116,95567319086.4533,99615405209.7316,102790044926.162,107116662868.959,111230489494.696,116267235099.967,120741918770.183,126784952825.157,132348549363.811,137445520919.157,138043081318.142,139224057876.112,130035306170.647,130922638689.071,133098463934.149,130910618138.362,133654788388.71,139305356455.298,143995970044.202,147182870839.849,153053569271.399
IBRD only,IBD,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1955.23956184721,1895.03699468307,1947.21050504757,1824.2326872382,1843.13981062347,1884.98529437712,1914.94821236482,2149.49591864202,2117.4803713474,2408.07727136425,2570.93670986351,2822.26725873088,3255.3459973382,3364.45864375697,3437.99231343108,3685.28599436324,3865.18434397829,4027.41052853425,4157.68313690708,4311.49297096345,4470.09332997441,4595.84610891812,..
IBRD only,IBD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4883.05141348565,4842.50285985716,4818.09487418956,4885.45750437907,4938.08721697115,5060.4300836059,5249.45165656012,5434.32148940129,5470.466862131,5608.29783323151,5857.43546944754,5999.92609867185,6195.3382087642,6483.88451225716,6910.34414716987,7329.4353131427,7850.11561419003,8459.83576826371,8846.60945168871,8987.6714001266,9577.65174750834,10067.0289689035,10480.0420930961,10905.7843000805,11297.3459840026,11668.5875500646,12094.1505623391,12592.0520597333
IBRD only,IBD,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.7688598632813,57.0946388244629,58.2098388671875,58.8905487060547,59.4729194641113,60.4691886901855,61.4951210021973,62.4806900024414,63.0196418762207,64.4001617431641,65.4309234619141,65.7353973388672,67.419807434082,69.2287292480469,70.0724182128906,71.1284637451172,72.3620834350586,72.404426574707,71.9794082641602,..
IBRD only,IBD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2087054778396.14,2139042469496.83,2219207570712.65,2323036288681.85,2504117750726.72,2644707493153.48,2775826662682.88,2901761051433.88,3101325042610.67,3331815506706.17,3581322296501.43,3809497168316.7,4069293006263.79,4375304029506.28,4631788948275.09,4829908359645.68,5157710266273.28,5376278369515.34,5546057159050.54,5781440444061.98,6021309882221.17,6133295902081.35,6281363947362.23,6348062555299.11,6634614725924.82,6918532739517.31,7210840988085.19,7556605561280.26,7830566445041.62,8051832662743.24,8216506793739.97,8304549284375.21,8386518130827.13,8642848720023.06,8869169969613.07,9198497928581.03,9646487010947.95,10132194690488.8,10332007818045.7,10656277299491.6,11255116279935.6,11622940233741.1,12100894191828.7,12748889825204.3,13727402402273.5,14686941257429.4,15865961239770.2,17244030729240,18214801202692,18590722411236,19977170903178.2,21212704961777.6,22275685740482.2,23384659287447.8,24382865030257.9,25318807969355.4,26353665729505.3,27637079413914.3
Iceland,ISL,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29123.2756640123,30359.9877061198,32144.7614781891,32995.2241326666,34044.6490237004,34914.5488054463,34794.7878798797,35369.0214862831,37890.6977135453,39679.0392366895,40703.0360574482,43427.8529335136,43334.9005218537,40377.8335126344,38978.0055953415,39621.9356635285,39931.6093631367,41259.7959649764,41701.1372653816,43048.1251452787,45630.9381699818,46482.9582874747
Iceland,ISL,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.2360305786133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.7995300292969,83.6549987792969,82.0699691772461,81.9787521362305,85.1287231445313,87.5370101928711,89.6815185546875,90.5822296142578,90.6512985229492,89.8683471679688,88.9418563842773,87.0361404418945,87.8867263793945,86.8356475830078,87.1726226806641,87.4567031860352,88.6883697509766,89.7373733520508,..,..
Iceland,ISL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8409123326.6721,8838322001.68145,9458649179.85726,9827015712.1923,10279352467.9624,10683077686.9643,10741888559.6855,10995044036.4811,11882815633.0412,12642190112.0744,13276472485.9658,14528215567.9068,14769226133.028,13808450397.2785,13310567802.9356,13571857440.1318,13750905539.0123,14343313507.9883,14658916160.793,15290908623.4238,16434890343.1097,17033486324.1295
IDA & IBRD total,IBT,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1667.6410446254,1618.56564815768,1657.95899406473,1556.20164937096,1572.60232480767,1605.209642602,1627.38720260692,1813.17590970239,1788.07850863026,2022.42777194253,2148.89937002721,2349.4436599093,2689.28335499451,2769.93151422258,2828.79286543414,3023.00030475806,3151.3037812668,3278.93619089273,3374.07618128903,3490.68472552217,3603.55007147009,3687.72733002979,..
IDA & IBRD total,IBT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4315.71988148002,4274.01948889908,4244.45528261165,4289.35503353673,4321.76033478304,4416.93638462987,4570.20842189428,4713.30648051084,4738.57000019138,4844.08652442081,5040.34251338189,5151.41890177372,5300.55684087308,5531.21698004635,5893.53026966628,6228.06187697219,6643.93201925438,7126.30541961868,7426.64951724863,7536.03265256477,7994.26913286112,8367.25083629487,8680.85615911968,9010.16830681921,9312.12145254924,9584.725756519,9891.74647091011,10262.7073568655
IDA & IBRD total,IBT,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.4951210021973,49.8068618774414,50.838809967041,51.5401802062988,52.156120300293,53.0048294067383,53.9043083190918,54.6205101013184,55.208568572998,56.2631607055664,57.0669784545898,57.4015502929688,58.7491798400879,59.920280456543,60.5519485473633,61.4234809875488,62.3196983337402,62.5643310546875,62.3919906616211,..
IDA & IBRD total,IBT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2332416116263.02,2387133542308.78,2481429960867.63,2599169487263.33,2793228769463.62,2947257575515.68,3080002793041.82,3193409437383.42,3403009519278.4,3663238025099.23,3951777216286.35,4204728272484.09,4468829349980.9,4790844626868.2,5080032635935.16,5271197441900.01,5624026071174.33,5863472988824.54,6034680953641.32,6287246529277.73,6542179949085.13,6646578294806.68,6802063802188.36,6869309532836.98,7160545459971.44,7470240711534.81,7762505420744.64,8105028169068.93,8403509223071.37,8646297640736.65,8833731207966.79,8930082880988.52,9017537919072.25,9284414622047.15,9519663453082.25,9870170486026.68,10351664240056.8,10861017290292.9,11084205387261.7,11430502640256.5,12060764021874.9,12461886808658.3,12968583703211.7,13665916774546.3,14753304128565.5,15772900231075.6,17026890662064,18483164016547,19519088473522.3,19958155687995.2,21428831908503.9,22732492997753,23874612643277.8,25072983428758.4,26167014488362.8,27172998515626.5,28263491265858.7,29631274945519.4
IDA blend,IDB,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,722.734552131367,681.480823929268,717.038440704063,689.23199826821,690.915300110967,744.646164871147,738.37704321046,629.164095161466,654.961873259103,717.980292651837,747.260150575244,741.102925836414,738.210217723955,782.112404008081,792.786999306665,799.305812666386,834.073838455583,873.801264738602,974.408713755163,993.107206589513,1073.77533750865,1147.30319122387,1160.07805478024,1220.42762974116,1310.87801883248,1271.50210263732,1357.89426231085,1367.24218396398,1422.25894707147,1414.7390212408,1372.70553612906,..
IDA blend,IDB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2997.25739056211,2974.1143478119,2959.09642953494,2922.07086795418,2912.42516868893,2913.67975751923,2978.55093342502,2963.8073482982,2972.88042415097,2972.38038949374,3020.93764483374,3045.70992519692,3067.27231654098,3176.22918256173,3603.2919644282,3718.94104009789,3887.99520403465,4025.75416224544,4085.87617234027,4183.01147490072,4301.15029327546,4390.12438252999,4478.94620353048,4602.5416621231,4750.45039269773,4831.11323290393,4835.55387870705,4885.77230117524
IDA blend,IDB,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.6355304718018,29.3599891662598,29.6481494903564,30.5956802368164,31.1218700408936,31.9279499053955,33.8338317871094,34.3810081481934,36.5295181274414,37.4841995239258,38.9573097229004,40.1344108581543,41.7429389953613,41.7301902770996,41.892578125,43.46875,44.1580200195313,45.1931686401367,45.870849609375,..
IDA blend,IDB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,98741565787.9967,100001568857.641,104320146714.084,112535575390.818,118329167172.355,125007470335.74,124243540950.653,113302607512.307,115577485691.748,134672794046.738,159620872952.708,177081324982.469,184139855722.897,194517932452.069,211842544240.903,207086326660.843,220470289386.942,232107356797.318,230193925675.115,243969239309.963,257170259964.213,244921435451.482,250005626845.022,249178602102.742,251623079464.743,270125198781.561,264984569625.387,257397028989.416,273275508099.175,286301678391.792,305716113906.471,309799116250.443,313689174983.912,318041216364.381,324246503105.035,330264648469.585,346186855756.18,353256099524.442,362655484848.892,369475081875.37,383853852773.352,396656710562.038,407965221127.001,432847763332.306,512125318037.944,537624380827.565,575424156603.903,610451201519.984,636273895626.27,669499936287.394,710338591111.992,744362548420.303,778092863603.598,819017024070.547,867013287875.37,900252031248.549,914448125037.037,939438705283.664
IDA only,IDX,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,528.606749845553,535.05129234289,551.831795146999,568.760268049336,592.098157733989,616.766486318957,626.763462244355,653.157880348493,677.733901139059,686.092492689807,713.435111877504,735.242389999734,757.96804268768,774.274631023532,791.486134945437,..
IDA only,IDX,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1489.08220923693,1470.93991645738,1442.90183269016,1435.14281353482,1409.17866070668,1438.40395535236,1475.26786595554,1505.17957813729,1527.71049798495,1555.60946140352,1586.15783772853,1629.91350305801,1654.24713843073,1702.35774932203,1763.01868370749,1840.84414339234,1919.75310338036,2013.77019747821,2094.42656462643,2149.80491502066,2233.14364698314,2283.26652524948,2343.90738784959,2437.71287630633,2520.01043173503,2557.88058776353,2607.49063399564,2709.62244846193
IDA only,IDX,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.8219203948975,15.2863502502441,15.9328603744507,16.8670997619629,16.626989364624,17.3829307556152,18.1023807525635,18.3663101196289,18.303150177002,18.2608509063721,18.4442691802979,18.6147594451904,18.491569519043,18.1540603637695,18.9382495880127,19.531379699707,20.0491504669189,20.7185001373291,21.7436504364014,22.3399505615234,22.9479598999023,23.9227695465088,24.7146701812744,25.7789402008057,26.5972194671631,27.5631809234619,28.6697692871094,29.0998001098633,29.7128391265869,30.7962093353271,31.7645797729492,32.5959815979004,33.7765693664551,34.8774604797363,35.5098495483398,36.6223602294922,36.6428108215332,37.3279991149902,38.5609397888184,39.3768501281738,..
IDA only,IDX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,144479530279.048,146137401087.032,156031616048.918,160371630195.762,167858866223.344,174212862132.323,178132107667.13,180761069778.826,190036412671.413,197475658473.197,207012229488.875,211343311796.362,208146225008.697,213379503148.755,226714946600.795,227254888431.973,238257942399.116,246382198667.538,251872187804.116,253104200989.062,252883046696.074,262230849084.028,264508586850.318,266772153554.529,271113868254.753,276106605195.695,285470819334.987,295384588309.905,302200730334.417,309234320753.132,311085210529.185,315459349584.942,316785883879.196,322383849883.517,324228283627.948,339775540301.941,357424885756.941,373795115134.363,388579823496.367,404176691214.979,420426540851.045,441721662417.812,459061500412.127,483452042928.459,512023738544.63,546358001563.008,582675430835.073,624862480327.703,664423536787.799,695876777817.37,738242979081.802,770966995985.662,816874246364.034,865963371414.706,914755570361.344,951611451894.307,993671441235.172,1054549791539.74
IDA total,IDA,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,536.873591626041,560.857719142886,553.816448434297,500.597721654507,505.140868138094,539.39758844019,556.22480978438,557.350547994761,557.739996617862,581.384177791891,593.780734555508,601.622454359917,620.33703635789,640.165474425824,691.143409461749,707.291255082994,753.055322765334,796.059458398248,806.570338426495,845.121483449709,894.736965990329,884.106432630469,933.716632930602,949.728564784907,984.420645021479,990.548689308464,983.279830304775,..
IDA total,IDA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2009.99893000172,1990.0487101449,1966.74133144015,1947.70006552007,1927.17751350708,1945.03761027575,1990.67982411711,2003.63191994748,2020.53698295727,2037.25853061179,2073.045555221,2108.55999255783,2130.62927025355,2198.57519500708,2385.71150462121,2475.04517940977,2583.89537025579,2691.73595690203,2764.22013308993,2833.63010224166,2928.80537146114,2990.23215730484,3060.5158581558,3164.26176058002,3269.06583291562,3321.88419513415,3355.5918024199,3438.20210318996
IDA total,IDA,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.8966693878174,26.3262500762939,27.124719619751,27.990140914917,28.8039703369141,29.7987499237061,30.7359504699707,31.3306903839111,32.7737617492676,33.727840423584,34.7664413452148,35.9326095581055,37.1916084289551,37.5903091430664,38.3744506835938,38.8979187011719,39.5835914611816,40.7414398193359,41.5077285766602,..
IDA total,IDA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,237595508884.149,240472352148.874,253847223620.728,267206178280.838,280320822927.955,293538449435.755,295903408201.53,285140878934.812,295618060109.801,324294185262.013,361605749584.934,385718685005.046,391294358637.728,407868600209.333,439414931726.228,434296674046.852,459258484174.599,479745771419.704,482118601474.784,499325152302.982,514623929699.476,508290977122.929,516096523445.108,517147309724.095,523736143757.026,549059826774.282,551735973441.225,552459885978.135,576511664839.084,597347083578.773,620618987723.511,629110689656.42,634572878874.923,644492344036.684,652903276497.329,673946693935.306,707621009753.541,730617455881.801,754616454315.958,776616835231.676,807330722995.979,841129730668.55,869595691596.342,919190365292.301,1030309793210.8,1090045875201.75,1164685201022.66,1241993139218.4,1307059466588.75,1372219163065.85,1455845120196.72,1523061491498.12,1602530113471.07,1692651250568.91,1789981790402.1,1860306697908.68,1915415365261.43,1999669141104.98
"Iran, Islamic Rep.",IRN,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2563.54983865586,2656.08395427592,2671.55160941097,2537.93437437199,2544.58340281783,2585.10566823838,2763.59724330131,2562.52757085085,2999.28041043198,3423.9107600253,3742.50058793373,3727.54593266148,4276.7899482464,4413.98928775702,5020.69351778997,4816.33815677625,4918.09006043904,5338.75591457314,5430.90740057214,4595.70297632567,4430.26089605386,4386.10627391123,4076.40478447881,4171.11337355541,..
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11392.5636270212,12546.8602044536,12706.5017065135,12679.6698601828,12334.5519368117,12438.970099472,12868.4555654735,12698.0113695697,12732.9160537766,12612.4834520956,13135.4720227502,13047.4475639039,13812.8312062165,14838.3003209234,15308.4547866624,15616.2546585476,16211.4740638049,17338.1264807958,17187.287626522,17162.0533627336,17942.8328426143,18192.1055960586,16625.9192212313,16383.2603498943,16924.2006778247,16500.9005123884,18497.6743334441,19082.619603326
"Iran, Islamic Rep.",IRN,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.9972381591797,77.1793899536133,80.1633682250977,82.5344314575195,79.9035491943359,80.4523162841797,72.5154724121094,..,..
"Iran, Islamic Rep.",IRN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,65295200248.1006,72789522861.8118,79042458028.98,84792366913.943,92588125027.1188,108529645820.801,120728321489.5,134772482216.498,154729694763.349,180003022477.32,200024018295.242,228867865693.398,261859963330.96,284283821134.315,302753326357.498,295428717775.573,346341812219.605,332263402932.172,285573183090.368,255548064379.783,185204694919.49,175618428801.803,223404927722.202,242534030245.447,221226948008.914,225988223133.778,202923325011.975,204239317655.728,193218132849.522,204851553768.454,233190267070.578,262067109149.625,269495998150.686,272298750828.899,268182716269.156,274304418738.506,288494963935.122,289885644880.338,296198841513.623,298732699998.061,316232660519.804,318694970501.464,341849916532.913,371709086133.172,387969534587.916,400345002659.636,420361433133.511,454645159600.381,455785666778.382,460377185304.722,487069570463.766,499956057362.965,462736543548.842,461838494677.117,483098855135.677,476718833681.841,540581175875.242,563826247961.828
Iraq,IRQ,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3613.21208252289,..,..,..,..,..,..,..
Iraq,IRQ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11521.7305407794,4033.03110686843,5198.14860970864,6575.40256135598,6624.8922182698,6560.74191758374,7061.03563541467,8296.62277272752,10845.2369118629,12368.6428326573,12176.8146506464,12105.0247290444,10959.015747455,7134.57482926838,10710.5550613321,10895.4631985311,11703.4733210159,11575.2873771111,12217.4484631342,12299.4004613796,12717.5975271684,13261.6014514347,14625.9740102981,15223.5827145837,14838.3829483763,15072.8686710974,16242.0690194963,15663.9860708075
Iraq,IRQ,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.7716007232666,26.2611198425293,28.6242408752441,34.3478317260742,39.6723518371582,43.1824798583984,43.7214508056641,45.0727386474609,..,..,40.5358505249023,..,40.5976181030273,39.2551498413086,38.5397491455078,..,..,..,35.1917915344238,..,..,..,..,..,30.4301490783691,32.3092994689941,..,..,35.7941093444824,40.4020309448242,..,..,44.8181190490723,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,13470458420.987,13907465553.212,14539470473.9431,15320902259.1975,15893183620.0118,16595465246.3895,19269553452.7735,21676448411.2358,25399400712.0653,25881979812.2088,30296659549.7506,36619346782.51,45683999963.1209,45351087832.7059,46908434203.1769,40775947874.5009,40170326340.062,40754361372.6313,42648457381.0555,46617016427.9371,46608141930.7713,45154650456.9052,71262089056.6554,25620782930.7993,33971161752.0081,44260969488.2902,45967022407.6694,46941533227.6608,52114859810.4335,63182980052.1758,85206731247.0945,100188005737.685,101597124725.723,103939260178.576,96767263419.0948,64736488915.1087,99796330468.1736,104187985160.487,114771608149.371,116352699697.206,125926324446.493,130181751588.159,138516722649.573,148969847232.097,169730925971.545,182630476345.383,183908889679.8,192736516384.431,213937533186.719,212268631248.1
Ireland,IRL,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,13415.6075897065,13847.5083273043,14974.5418401004,15696.5911205909,14589.3401025261,15150.3251026938,15251.7439978532,15813.3286916315,16428.1374862096,16273.5970323268,15878.8671901507,16123.0695226926,16160.450231833,16082.9236872799,16246.7807868696,16526.3295297951,17014.4348395482,17540.5865434766,18157.8193195448,19140.0200068873,20381.1463654732,20360.1019105883,20484.0343309334,21360.684697406,22328.6190411761,23957.9179034616,25535.4082986249,27707.4906691662,29959.9721535397,31462.4811034655,34093.4116406946,34876.6386807478,35503.4768731498,36628.5758601884,36898.5607692921,37910.7149703342,38395.227118041,38908.0699270102,36759.4657801712,33102.3122725805,33438.8174321741,32877.5592647439,32805.1936746978,34591.0743839351,36887.5389820932,38968.4680512917,42435.3651628836,..
